distance,distribution,trigger,dod,instance_name
51031.72640511212,RC,exogenous,0.5,p109
56839.17536014929,RC,exogenous,0.5,p109
53795.8161892845,RC,exogenous,0.5,p109
56913.32336532168,RC,exogenous,0.5,p109
58662.083063628874,RC,exogenous,0.5,p109
57367.55831458527,RC,exogenous,0.5,p109
58825.51447448546,RC,exogenous,0.5,p109
54014.04319869474,RC,exogenous,0.5,p109
60577.11560920079,RC,exogenous,0.5,p109
58668.63969730434,RC,exogenous,0.5,p109
54191.98710236573,RC,exogenous,0.5,p109
55679.98586866116,RC,exogenous,0.5,p109
54387.8647831921,RC,exogenous,0.5,p109
54151.32829865707,RC,exogenous,0.5,p109
52919.817923672126,RC,exogenous,0.5,p109
54691.57742215269,RC,exogenous,0.5,p109
55897.94983648759,RC,exogenous,0.5,p109
52429.54612535362,RC,exogenous,0.5,p109
53896.803696369374,RC,exogenous,0.5,p109
55867.34098952922,RC,exogenous,0.5,p109
51634.47565590964,RC,exogenous,0.5,p109
52207.06291367618,RC,exogenous,0.5,p109
50018.56147217815,RC,exogenous,0.5,p109
55060.23815590967,RC,exogenous,0.5,p109
52934.303038986676,RC,exogenous,0.5,p109
51195.237347031485,RC,exogenous,0.5,p109
56779.077000159166,RC,exogenous,0.5,p109
52054.96491764755,RC,exogenous,0.5,p109
50707.27250470062,RC,exogenous,0.5,p109
55973.77670178262,RC,exogenous,0.5,p109
49197.92421452313,RC,exogenous,0.5,p109
51326.48264616324,RC,exogenous,0.5,p109
51653.94165674852,RC,exogenous,0.5,p109
55759.93331478311,RC,exogenous,0.5,p109
51686.44926870713,RC,exogenous,0.5,p109
55541.21347320732,RC,exogenous,0.5,p109
52177.873636440265,RC,exogenous,0.5,p109
56109.57941166783,RC,exogenous,0.5,p109
49943.79674798427,RC,exogenous,0.5,p109
49785.7353507187,RC,exogenous,0.5,p109
55211.571809174144,RC,exogenous,0.5,p109
56101.50148550527,RC,exogenous,0.5,p109
53361.35375160791,RC,exogenous,0.5,p109
55607.94308480977,RC,exogenous,0.5,p109
53547.432272760256,RC,exogenous,0.5,p109
53159.83039593083,RC,exogenous,0.5,p109
52298.94124259211,RC,exogenous,0.5,p109
58491.08528608418,RC,exogenous,0.5,p109
59661.36903763573,RC,exogenous,0.5,p109
53870.35726810394,RC,exogenous,0.5,p109
52169.63549727042,RC,exogenous,0.5,p109
54560.90996195432,RC,exogenous,0.5,p109
56186.14229165645,RC,exogenous,0.5,p109
59510.355355718944,RC,exogenous,0.5,p109
56502.78014655005,RC,exogenous,0.5,p109
57774.83131049409,RC,exogenous,0.5,p109
56067.56441099597,RC,exogenous,0.5,p109
55310.833338951474,RC,exogenous,0.5,p109
53474.95174303192,RC,exogenous,0.5,p109
55189.89900063165,RC,exogenous,0.5,p109
56693.55863055625,RC,exogenous,0.5,p109
55810.72020317669,RC,exogenous,0.5,p109
52980.14757251712,RC,exogenous,0.5,p109
60738.963533591435,RC,exogenous,0.5,p109
56782.28384796218,RC,exogenous,0.5,p109
55974.962122968085,RC,exogenous,0.5,p109
51053.0894805337,RC,exogenous,0.5,p109
54751.86182877805,RC,exogenous,0.5,p109
50956.71753208408,RC,exogenous,0.5,p109
53086.405246916445,RC,exogenous,0.5,p109
52024.961846171456,RC,exogenous,0.5,p109
58165.74142097691,RC,exogenous,0.5,p109
52586.15522787587,RC,exogenous,0.5,p109
49290.446291177235,RC,exogenous,0.5,p109
51862.69565959633,RC,exogenous,0.5,p109
58790.52761437125,RC,exogenous,0.5,p109
55698.23183512234,RC,exogenous,0.5,p109
57839.873546247596,RC,exogenous,0.5,p109
55841.24265387949,RC,exogenous,0.5,p109
53519.66486359495,RC,exogenous,0.5,p109
51487.6871496921,RC,exogenous,0.5,p109
56699.50003384551,RC,exogenous,0.5,p109
56979.357780001126,RC,exogenous,0.5,p109
50790.86311387094,RC,exogenous,0.5,p109
55960.09755068376,RC,exogenous,0.5,p109
54599.69402811925,RC,exogenous,0.5,p110
49082.958119465955,RC,exogenous,0.5,p110
50002.960404631434,RC,exogenous,0.5,p110
55815.059205570986,RC,exogenous,0.5,p110
62129.5404285318,RC,exogenous,0.5,p110
54344.25173976152,RC,exogenous,0.5,p110
53226.63525345998,RC,exogenous,0.5,p110
53818.96025621649,RC,exogenous,0.5,p110
61908.213774743694,RC,exogenous,0.5,p110
51312.64177263267,RC,exogenous,0.5,p110
55848.42148893242,RC,exogenous,0.5,p110
53708.07336979768,RC,exogenous,0.5,p110
52581.146723380465,RC,exogenous,0.5,p110
52755.73554073219,RC,exogenous,0.5,p110
52420.12745508548,RC,exogenous,0.5,p110
60040.736928293314,RC,exogenous,0.5,p110
52562.61757136625,RC,exogenous,0.5,p110
55945.46430879834,RC,exogenous,0.5,p110
55431.880650703206,RC,exogenous,0.5,p110
53542.900498609124,RC,exogenous,0.5,p110
57262.34374932537,RC,exogenous,0.5,p110
56091.166264886975,RC,exogenous,0.5,p110
51251.129379062804,RC,exogenous,0.5,p110
52640.186268173915,RC,exogenous,0.5,p110
56919.00549313196,RC,exogenous,0.5,p110
53100.78169912579,RC,exogenous,0.5,p110
54193.37224548115,RC,exogenous,0.5,p110
52875.31150301043,RC,exogenous,0.5,p110
54631.43066107953,RC,exogenous,0.5,p110
56380.27652759124,RC,exogenous,0.5,p110
50745.58436845092,RC,exogenous,0.5,p110
53289.06618367874,RC,exogenous,0.5,p110
48697.512591427956,RC,exogenous,0.5,p110
57442.31355223857,RC,exogenous,0.5,p110
50196.40143810738,RC,exogenous,0.5,p110
58547.22263246043,RC,exogenous,0.5,p110
50820.384241908796,RC,exogenous,0.5,p110
56564.022608086525,RC,exogenous,0.5,p110
55187.444121947774,RC,exogenous,0.5,p110
55153.548494595525,RC,exogenous,0.5,p110
58531.48673781298,RC,exogenous,0.5,p110
51850.668534383396,RC,exogenous,0.5,p110
46924.995878512775,RC,exogenous,0.5,p110
54185.451657126614,RC,exogenous,0.5,p110
52794.40335605793,RC,exogenous,0.5,p110
56809.490533697644,RC,exogenous,0.5,p110
51601.082107776194,RC,exogenous,0.5,p110
60508.70639094916,RC,exogenous,0.5,p110
55921.296277513284,RC,exogenous,0.5,p110
55531.09426207677,RC,exogenous,0.5,p110
55433.986549347646,RC,exogenous,0.5,p110
58077.85254532478,RC,exogenous,0.5,p110
56089.393701506415,RC,exogenous,0.5,p110
55112.15147858398,RC,exogenous,0.5,p110
54654.90671828262,RC,exogenous,0.5,p110
54068.423744501815,RC,exogenous,0.5,p110
51198.09498246566,RC,exogenous,0.5,p110
55983.06285264329,RC,exogenous,0.5,p110
57137.873966175124,RC,exogenous,0.5,p110
54593.506946122274,RC,exogenous,0.5,p110
52224.938523149336,RC,exogenous,0.5,p110
57039.45374620657,RC,exogenous,0.5,p110
52750.20754525675,RC,exogenous,0.5,p110
52177.336252541456,RC,exogenous,0.5,p110
54364.56438854219,RC,exogenous,0.5,p110
54645.79954202662,RC,exogenous,0.5,p110
55042.95776086626,RC,exogenous,0.5,p110
51099.932004260234,RC,exogenous,0.5,p110
49956.347416220255,RC,exogenous,0.5,p110
50008.02026582733,RC,exogenous,0.5,p110
52607.20712465422,RC,exogenous,0.5,p110
59727.94939181505,RC,exogenous,0.5,p110
51076.12687318294,RC,exogenous,0.5,p110
54886.30235436165,RC,exogenous,0.5,p110
48274.35096269575,RC,exogenous,0.5,p110
48778.95879399753,RC,exogenous,0.5,p110
55270.50654381419,RC,exogenous,0.5,p110
55725.50170912145,RC,exogenous,0.5,p110
52300.07441398209,RC,exogenous,0.5,p110
58038.25248971381,RC,exogenous,0.5,p110
55320.57691211441,RC,exogenous,0.5,p110
51500.945439332645,RC,exogenous,0.5,p110
52131.36862408248,RC,exogenous,0.5,p110
55569.78203821005,RC,exogenous,0.5,p110
54899.47775352917,RC,exogenous,0.5,p110
57542.0017946665,RC,exogenous,0.5,p110
49003.1517027021,RC,exogenous,0.5,p110
53622.68437265397,RC,exogenous,0.5,p110
57018.406215643314,RC,exogenous,0.5,p110
58540.523744854196,RC,exogenous,0.5,p110
54008.609423482034,RC,exogenous,0.5,p110
55003.737597596766,RC,exogenous,0.5,p110
50869.08802024792,RC,exogenous,0.5,p110
51650.10062116248,RC,exogenous,0.5,p110
54014.362349807576,RC,exogenous,0.5,p110
57637.88270226549,RC,exogenous,0.5,p110
51155.53027861534,RC,exogenous,0.5,p110
54095.41133028601,RC,exogenous,0.5,p110
56902.968168247324,RC,exogenous,0.5,p110
50021.47185996207,RC,exogenous,0.5,p110
52164.26443173736,RC,exogenous,0.5,p110
50592.882957116795,RC,exogenous,0.5,p110
55198.723720192575,RC,exogenous,0.5,p110
56653.70775956322,RC,exogenous,0.5,p110
54634.903597068114,RC,exogenous,0.5,p110
55202.128348450955,RC,exogenous,0.5,p110
53311.73934636397,RC,exogenous,0.5,p110
60266.5305866843,RC,exogenous,0.5,p110
57416.986188352275,RC,exogenous,0.5,p110
51035.812896119285,RC,exogenous,0.5,p110
51243.293355716414,RC,exogenous,0.5,p110
55227.84210616845,RC,exogenous,0.5,p110
54545.962881080115,RC,exogenous,0.5,p110
56925.59573947269,RC,exogenous,0.5,p110
50788.75507580711,RC,exogenous,0.5,p110
54703.24530568489,RC,exogenous,0.5,p110
51299.463479475125,RC,exogenous,0.5,p110
54970.53694181138,RC,exogenous,0.5,p110
56968.60599053602,RC,exogenous,0.5,p110
59311.426662816375,RC,exogenous,0.5,p110
45215.26232753703,RC,exogenous,0.5,p111
43387.67954529024,RC,exogenous,0.5,p111
43593.70483107896,RC,exogenous,0.5,p111
40261.04326323387,RC,exogenous,0.5,p111
47708.085133346525,RC,exogenous,0.5,p111
44682.22641609967,RC,exogenous,0.5,p111
47235.458092849716,RC,exogenous,0.5,p111
44813.37981612161,RC,exogenous,0.5,p111
45418.128948453705,RC,exogenous,0.5,p111
45115.56236201004,RC,exogenous,0.5,p111
45153.50155653493,RC,exogenous,0.5,p111
46339.50701662378,RC,exogenous,0.5,p111
42807.995263917095,RC,exogenous,0.5,p111
40203.95993630652,RC,exogenous,0.5,p111
46996.50950316722,RC,exogenous,0.5,p111
47835.70917820604,RC,exogenous,0.5,p111
41261.43571206688,RC,exogenous,0.5,p111
45755.791597466,RC,exogenous,0.5,p111
45805.12876479101,RC,exogenous,0.5,p111
46806.16034048747,RC,exogenous,0.5,p111
46407.57120809472,RC,exogenous,0.5,p111
48158.100401547,RC,exogenous,0.5,p111
43264.63707751806,RC,exogenous,0.5,p111
43764.8654438098,RC,exogenous,0.5,p111
45786.61614947501,RC,exogenous,0.5,p111
44510.65382953244,RC,exogenous,0.5,p111
45933.06317592056,RC,exogenous,0.5,p111
46801.57409808717,RC,exogenous,0.5,p111
43035.65912751217,RC,exogenous,0.5,p111
44842.98518657096,RC,exogenous,0.5,p111
45279.02596484637,RC,exogenous,0.5,p111
41653.14277571013,RC,exogenous,0.5,p111
48532.70419231121,RC,exogenous,0.5,p111
46091.993922190304,RC,exogenous,0.5,p111
44493.81240159889,RC,exogenous,0.5,p111
45427.647344754114,RC,exogenous,0.5,p111
43463.454575557036,RC,exogenous,0.5,p111
43255.57946403194,RC,exogenous,0.5,p111
46493.78022645329,RC,exogenous,0.5,p111
43884.363351024505,RC,exogenous,0.5,p111
43353.291407854864,RC,exogenous,0.5,p111
44156.18058668584,RC,exogenous,0.5,p111
47559.905763623,RC,exogenous,0.5,p111
45997.54655239706,RC,exogenous,0.5,p111
43498.35309322125,RC,exogenous,0.5,p111
43768.03977018274,RC,exogenous,0.5,p111
44276.20996096785,RC,exogenous,0.5,p111
42910.1704333227,RC,exogenous,0.5,p111
45240.82206707774,RC,exogenous,0.5,p111
44758.755253912284,RC,exogenous,0.5,p111
44101.7142780789,RC,exogenous,0.5,p111
43338.34521366671,RC,exogenous,0.5,p111
43639.58045313622,RC,exogenous,0.5,p111
43463.18108546341,RC,exogenous,0.5,p111
44705.58535303428,RC,exogenous,0.5,p111
45241.26860926247,RC,exogenous,0.5,p111
45446.73512645489,RC,exogenous,0.5,p111
47596.04347476198,RC,exogenous,0.5,p111
43960.453240524286,RC,exogenous,0.5,p111
44815.39921272578,RC,exogenous,0.5,p111
47261.50306707125,RC,exogenous,0.5,p111
42747.70892285518,RC,exogenous,0.5,p111
42673.93678760746,RC,exogenous,0.5,p111
43621.77546670906,RC,exogenous,0.5,p111
41560.49093394178,RC,exogenous,0.5,p111
44053.32027907968,RC,exogenous,0.5,p111
42711.17322253099,RC,exogenous,0.5,p111
44725.10262293855,RC,exogenous,0.5,p111
47977.93811778162,RC,exogenous,0.5,p111
40063.140990764216,RC,exogenous,0.5,p111
46044.19019770329,RC,exogenous,0.5,p111
48001.866484458864,RC,exogenous,0.5,p111
42093.49204095511,RC,exogenous,0.5,p111
42108.45596596231,RC,exogenous,0.5,p111
45280.612734873386,RC,exogenous,0.5,p111
43826.7569541929,RC,exogenous,0.5,p111
43579.50285560038,RC,exogenous,0.5,p111
43821.06633157498,RC,exogenous,0.5,p111
46685.23043302103,RC,exogenous,0.5,p111
44178.98552061249,RC,exogenous,0.5,p111
46217.6331687,RC,exogenous,0.5,p111
47145.52849591357,RC,exogenous,0.5,p111
47907.6253160467,RC,exogenous,0.5,p111
47198.62864236449,RC,exogenous,0.5,p111
44834.32840449811,RC,exogenous,0.5,p111
41883.07424914667,RC,exogenous,0.5,p111
47143.40025436077,RC,exogenous,0.5,p111
45655.186654062825,RC,exogenous,0.5,p111
44776.569564158046,RC,exogenous,0.5,p111
43807.93976574959,RC,exogenous,0.5,p111
45676.161339610735,RC,exogenous,0.5,p111
46621.59616413588,RC,exogenous,0.5,p111
42699.02102110417,RC,exogenous,0.5,p111
44689.806539808866,RC,exogenous,0.5,p111
47163.29623691671,RC,exogenous,0.5,p111
41682.67443864277,RC,exogenous,0.5,p111
41967.03243351912,RC,exogenous,0.5,p111
45746.15828333404,RC,exogenous,0.5,p111
44610.82748825284,RC,exogenous,0.5,p111
47169.940668472234,RC,exogenous,0.5,p111
49479.2448385985,RC,exogenous,0.5,p111
45768.70276904339,RC,exogenous,0.5,p111
40180.04882755162,RC,exogenous,0.5,p111
40642.229207512995,RC,exogenous,0.5,p111
47233.3414794672,RC,exogenous,0.5,p111
44615.84336859492,RC,exogenous,0.5,p111
49686.489119793405,RC,exogenous,0.5,p111
47807.91077006984,RC,exogenous,0.5,p111
46201.115558345584,RC,exogenous,0.5,p111
46198.27716247789,RC,exogenous,0.5,p111
50547.01882934338,RC,exogenous,0.5,p111
43190.93644906971,RC,exogenous,0.5,p111
45408.433758296975,RC,exogenous,0.5,p111
44655.4693047448,RC,exogenous,0.5,p111
47454.82235736816,RC,exogenous,0.5,p111
43186.344201390806,RC,exogenous,0.5,p111
44970.84719804741,RC,exogenous,0.5,p111
44566.0945120096,RC,exogenous,0.5,p111
44054.41422141125,RC,exogenous,0.5,p111
48697.350552377364,RC,exogenous,0.5,p111
51676.228121205364,RC,exogenous,0.5,p112
56034.02072603985,RC,exogenous,0.5,p112
51808.27722174592,RC,exogenous,0.5,p112
55581.264538023825,RC,exogenous,0.5,p112
53130.85068997913,RC,exogenous,0.5,p112
48653.01852672287,RC,exogenous,0.5,p112
60765.506073649696,RC,exogenous,0.5,p112
48750.18805643542,RC,exogenous,0.5,p112
52167.58476318959,RC,exogenous,0.5,p112
54413.55077878366,RC,exogenous,0.5,p112
49947.86430861564,RC,exogenous,0.5,p112
53824.114790380234,RC,exogenous,0.5,p112
53554.10139328372,RC,exogenous,0.5,p112
51578.117074733826,RC,exogenous,0.5,p112
56073.45902252528,RC,exogenous,0.5,p112
54531.71843871541,RC,exogenous,0.5,p112
53489.33163248481,RC,exogenous,0.5,p112
54364.316486691925,RC,exogenous,0.5,p112
49939.30698592457,RC,exogenous,0.5,p112
54044.104259788466,RC,exogenous,0.5,p112
53651.025582971015,RC,exogenous,0.5,p112
53249.24793878924,RC,exogenous,0.5,p112
51701.933790509014,RC,exogenous,0.5,p112
55215.917985836815,RC,exogenous,0.5,p112
59703.52815435287,RC,exogenous,0.5,p112
56397.323281195975,RC,exogenous,0.5,p112
52964.911958678174,RC,exogenous,0.5,p112
51498.90856326255,RC,exogenous,0.5,p112
53806.34101844644,RC,exogenous,0.5,p112
52547.22959158244,RC,exogenous,0.5,p112
58160.69303188957,RC,exogenous,0.5,p112
57917.34048939924,RC,exogenous,0.5,p112
49941.11947648131,RC,exogenous,0.5,p112
51422.20372548232,RC,exogenous,0.5,p112
50761.14066028972,RC,exogenous,0.5,p112
51693.10633004337,RC,exogenous,0.5,p112
51535.70577024378,RC,exogenous,0.5,p112
55158.001124436174,RC,exogenous,0.5,p112
54059.716930691364,RC,exogenous,0.5,p112
54952.548270557585,RC,exogenous,0.5,p112
54597.28003169966,RC,exogenous,0.5,p112
54700.18413780293,RC,exogenous,0.5,p112
53568.47567686952,RC,exogenous,0.5,p112
55389.14577963378,RC,exogenous,0.5,p112
54137.43134361625,RC,exogenous,0.5,p112
62996.05108283327,RC,exogenous,0.5,p112
53615.688717435994,RC,exogenous,0.5,p112
49767.49380262788,RC,exogenous,0.5,p112
56583.404177000186,RC,exogenous,0.5,p112
57059.33196955107,RC,exogenous,0.5,p112
55835.303987976935,RC,exogenous,0.5,p112
50926.724178993005,RC,exogenous,0.5,p112
53832.40968042495,RC,exogenous,0.5,p112
57807.31459676273,RC,exogenous,0.5,p112
56912.091224367985,RC,exogenous,0.5,p112
51860.723693190324,RC,exogenous,0.5,p112
56997.55192389956,RC,exogenous,0.5,p112
51079.03818422054,RC,exogenous,0.5,p112
52808.02238982458,RC,exogenous,0.5,p112
54184.29230902063,RC,exogenous,0.5,p112
51841.93991202373,RC,exogenous,0.5,p112
53545.32988036172,RC,exogenous,0.5,p112
52092.910683337184,RC,exogenous,0.5,p112
51123.17049015807,RC,exogenous,0.5,p112
54344.8102674213,RC,exogenous,0.5,p112
56095.94018228177,RC,exogenous,0.5,p112
53734.551485118674,RC,exogenous,0.5,p112
55878.077430377176,RC,exogenous,0.5,p112
57727.66578044625,RC,exogenous,0.5,p112
53421.773286352254,RC,exogenous,0.5,p112
52753.93313540149,RC,exogenous,0.5,p112
53521.12707039295,RC,exogenous,0.5,p112
52325.051475373126,RC,exogenous,0.5,p112
57394.42123126573,RC,exogenous,0.5,p112
56674.22579318874,RC,exogenous,0.5,p112
56243.9929900833,RC,exogenous,0.5,p112
53414.27855400316,RC,exogenous,0.5,p112
50890.87904534783,RC,exogenous,0.5,p112
53355.8755333814,RC,exogenous,0.5,p112
52964.6767251988,RC,exogenous,0.5,p112
55859.70127847948,RC,exogenous,0.5,p112
52072.07523471611,RC,exogenous,0.5,p112
57429.552795743584,RC,exogenous,0.5,p112
53219.06969782968,RC,exogenous,0.5,p112
55148.15550338991,RC,exogenous,0.5,p112
51297.405821409375,RC,exogenous,0.5,p112
59692.036199611925,RC,exogenous,0.5,p112
52603.82823647656,RC,exogenous,0.5,p112
55451.79566839385,RC,exogenous,0.5,p112
55474.496874051976,RC,exogenous,0.5,p112
58063.32594317373,RC,exogenous,0.5,p112
57426.81298208037,RC,exogenous,0.5,p112
53113.29115988607,RC,exogenous,0.5,p112
51604.33911642606,RC,exogenous,0.5,p112
51997.88560841718,RC,exogenous,0.5,p112
56987.43572383994,RC,exogenous,0.5,p112
54141.93181483321,RC,exogenous,0.5,p112
54365.32388015785,RC,exogenous,0.5,p112
53219.80573149847,RC,exogenous,0.5,p112
53457.59297592048,RC,exogenous,0.5,p112
49587.810488184885,RC,exogenous,0.5,p112
50608.005648374354,RC,exogenous,0.5,p112
55865.65449627547,RC,exogenous,0.5,p112
50697.977439171016,RC,exogenous,0.5,p112
53300.45602140505,RC,exogenous,0.5,p112
53446.13906665632,RC,exogenous,0.5,p112
55885.44804414327,RC,exogenous,0.5,p112
56943.976209641856,RC,exogenous,0.5,p112
54972.19847170959,RC,exogenous,0.5,p112
49785.866089243114,RC,exogenous,0.5,p112
53902.67649989064,RC,exogenous,0.5,p112
53420.053840312685,RC,exogenous,0.5,p112
57947.326515257344,RC,exogenous,0.5,p112
52097.58138424004,RC,exogenous,0.5,p112
51019.21411919292,RC,exogenous,0.5,p112
54790.720723890234,RC,exogenous,0.5,p112
57170.923502568876,RC,exogenous,0.5,p112
51053.860564945586,RC,exogenous,0.5,p112
53669.255837820245,RC,exogenous,0.5,p112
54436.25764703661,RC,exogenous,0.5,p112
67382.63248251105,RC,exogenous,0.5,p113
70140.72027694497,RC,exogenous,0.5,p113
71091.83923736587,RC,exogenous,0.5,p113
63771.312324847546,RC,exogenous,0.5,p113
72983.22221828306,RC,exogenous,0.5,p113
69851.18162702759,RC,exogenous,0.5,p113
65445.27688908019,RC,exogenous,0.5,p113
70322.51259868797,RC,exogenous,0.5,p113
69197.28327815229,RC,exogenous,0.5,p113
65261.74288350075,RC,exogenous,0.5,p113
70489.36353685473,RC,exogenous,0.5,p113
69563.48765488117,RC,exogenous,0.5,p113
66934.36754901477,RC,exogenous,0.5,p113
74483.42271309602,RC,exogenous,0.5,p113
69655.48831687093,RC,exogenous,0.5,p113
69477.71232298174,RC,exogenous,0.5,p113
70698.30559780612,RC,exogenous,0.5,p113
67646.01976061254,RC,exogenous,0.5,p113
68726.22077805233,RC,exogenous,0.5,p113
68614.50114301003,RC,exogenous,0.5,p113
71491.48465564019,RC,exogenous,0.5,p113
68327.85328890642,RC,exogenous,0.5,p113
69234.63966038616,RC,exogenous,0.5,p113
68449.43507791702,RC,exogenous,0.5,p113
66853.89343728988,RC,exogenous,0.5,p113
75454.12339022211,RC,exogenous,0.5,p113
73283.29053523156,RC,exogenous,0.5,p113
62665.231894235134,RC,exogenous,0.5,p113
66826.57801669213,RC,exogenous,0.5,p113
66743.40747685639,RC,exogenous,0.5,p113
66542.34654029284,RC,exogenous,0.5,p113
73991.85660279491,RC,exogenous,0.5,p113
66033.09279748886,RC,exogenous,0.5,p113
72973.18217542168,RC,exogenous,0.5,p113
67823.47132558125,RC,exogenous,0.5,p113
71479.21493890014,RC,exogenous,0.5,p113
69869.32891194483,RC,exogenous,0.5,p113
61927.02350509866,RC,exogenous,0.5,p113
74038.63552339724,RC,exogenous,0.5,p113
69665.84854423457,RC,exogenous,0.5,p113
72936.02218039638,RC,exogenous,0.5,p113
66849.72207840621,RC,exogenous,0.5,p113
65883.10602806443,RC,exogenous,0.5,p113
63495.65159704379,RC,exogenous,0.5,p113
68214.90200804103,RC,exogenous,0.5,p113
68851.92356493219,RC,exogenous,0.5,p113
61956.1023441917,RC,exogenous,0.5,p113
68829.03801053617,RC,exogenous,0.5,p113
65578.07783442124,RC,exogenous,0.5,p113
70531.78371569791,RC,exogenous,0.5,p113
67352.2426794695,RC,exogenous,0.5,p113
66962.8389863087,RC,exogenous,0.5,p113
64771.66154286122,RC,exogenous,0.5,p113
72350.53271154469,RC,exogenous,0.5,p113
69073.80224189107,RC,exogenous,0.5,p113
67275.15668831808,RC,exogenous,0.5,p113
70211.5701839793,RC,exogenous,0.5,p113
65272.688588539015,RC,exogenous,0.5,p113
71988.27750329852,RC,exogenous,0.5,p113
66246.17810901237,RC,exogenous,0.5,p113
67873.90098694495,RC,exogenous,0.5,p113
67958.10754907802,RC,exogenous,0.5,p113
69652.24298325049,RC,exogenous,0.5,p113
69087.59576295057,RC,exogenous,0.5,p113
69558.92132417565,RC,exogenous,0.5,p113
65350.316747480174,RC,exogenous,0.5,p113
73900.63751178827,RC,exogenous,0.5,p113
64264.73177473344,RC,exogenous,0.5,p113
66483.40446962544,RC,exogenous,0.5,p113
68254.63933772506,RC,exogenous,0.5,p113
70204.26324255309,RC,exogenous,0.5,p113
70037.69136554773,RC,exogenous,0.5,p113
71140.46210941725,RC,exogenous,0.5,p113
72019.96523117714,RC,exogenous,0.5,p113
71646.00348815281,RC,exogenous,0.5,p113
69195.25364589872,RC,exogenous,0.5,p113
69399.821838212,RC,exogenous,0.5,p113
69905.98504913629,RC,exogenous,0.5,p113
70835.58793613159,RC,exogenous,0.5,p113
70397.43714861762,RC,exogenous,0.5,p113
67715.7227353808,RC,exogenous,0.5,p113
69336.15986257727,RC,exogenous,0.5,p113
73939.78366407628,RC,exogenous,0.5,p113
66581.09758589874,RC,exogenous,0.5,p113
75268.74392851263,RC,exogenous,0.5,p113
65139.392623034284,RC,exogenous,0.5,p113
70845.6334442387,RC,exogenous,0.5,p113
71574.66481657099,RC,exogenous,0.5,p113
68038.69557797519,RC,exogenous,0.5,p113
66216.73114712528,RC,exogenous,0.5,p113
69082.52387102923,RC,exogenous,0.5,p113
65785.14690939964,RC,exogenous,0.5,p113
72763.24764724317,RC,exogenous,0.5,p113
73281.7804119224,RC,exogenous,0.5,p113
71313.94781553355,RC,exogenous,0.5,p113
66906.96691408021,RC,exogenous,0.5,p113
71573.20835122517,RC,exogenous,0.5,p113
68140.93177481633,RC,exogenous,0.5,p113
70087.36280100534,RC,exogenous,0.5,p113
72625.04021278101,RC,exogenous,0.5,p113
69663.26634126581,RC,exogenous,0.5,p113
71489.82975079492,RC,exogenous,0.5,p113
67783.51023713082,RC,exogenous,0.5,p113
63045.15352257191,RC,exogenous,0.5,p113
73215.57293590202,RC,exogenous,0.5,p113
69250.02891829195,RC,exogenous,0.5,p113
69988.30679221287,RC,exogenous,0.5,p113
72677.84783963591,RC,exogenous,0.5,p113
67720.20467172671,RC,exogenous,0.5,p113
68592.07139893697,RC,exogenous,0.5,p113
67269.59900273988,RC,exogenous,0.5,p113
68793.55256532384,RC,exogenous,0.5,p113
64783.815853435546,RC,exogenous,0.5,p113
69488.7530676583,RC,exogenous,0.5,p113
65411.79629704381,RC,exogenous,0.5,p113
72165.36772241959,RC,exogenous,0.5,p113
68572.40341745928,RC,exogenous,0.5,p113
69147.52910168236,RC,exogenous,0.5,p113
68740.52106293477,RC,exogenous,0.5,p113
68171.08934817174,RC,exogenous,0.5,p113
59063.84448858926,RC,exogenous,0.5,p114
61082.53572544662,RC,exogenous,0.5,p114
56156.458215228566,RC,exogenous,0.5,p114
60899.710502041824,RC,exogenous,0.5,p114
58088.08134931305,RC,exogenous,0.5,p114
56712.04471237054,RC,exogenous,0.5,p114
68395.71496451348,RC,exogenous,0.5,p114
60864.30296433285,RC,exogenous,0.5,p114
53436.14746206302,RC,exogenous,0.5,p114
63407.64734106075,RC,exogenous,0.5,p114
66064.00500221536,RC,exogenous,0.5,p114
57743.53987831344,RC,exogenous,0.5,p114
56808.91824932379,RC,exogenous,0.5,p114
59282.77848347665,RC,exogenous,0.5,p114
63017.83094302928,RC,exogenous,0.5,p114
62117.882805093475,RC,exogenous,0.5,p114
63900.072090108035,RC,exogenous,0.5,p114
63873.96834563339,RC,exogenous,0.5,p114
62200.682802716765,RC,exogenous,0.5,p114
64862.31052895348,RC,exogenous,0.5,p114
57278.108018440194,RC,exogenous,0.5,p114
65157.47659903888,RC,exogenous,0.5,p114
64427.43082950293,RC,exogenous,0.5,p114
58895.5842247021,RC,exogenous,0.5,p114
59071.62993044548,RC,exogenous,0.5,p114
61591.2202145414,RC,exogenous,0.5,p114
63814.60118323279,RC,exogenous,0.5,p114
60447.771823011375,RC,exogenous,0.5,p114
55506.02268430704,RC,exogenous,0.5,p114
61919.60343359735,RC,exogenous,0.5,p114
61739.46938823682,RC,exogenous,0.5,p114
60339.71063521253,RC,exogenous,0.5,p114
67061.67150430683,RC,exogenous,0.5,p114
62878.83077109322,RC,exogenous,0.5,p114
60319.28652695395,RC,exogenous,0.5,p114
62914.91749892622,RC,exogenous,0.5,p114
57244.303441850585,RC,exogenous,0.5,p114
60576.31355197751,RC,exogenous,0.5,p114
59558.689335792464,RC,exogenous,0.5,p114
57810.470973868076,RC,exogenous,0.5,p114
57845.606017563936,RC,exogenous,0.5,p114
62659.26130097836,RC,exogenous,0.5,p114
59828.25561761499,RC,exogenous,0.5,p114
