,distance,num_discovered_nodes,distribution,trigger,dod,visibility,instance_name
3048,1871.593251949124,3.459691863029835,R,exogenous,0.25,15,p70
3049,1902.6499135344138,3.5864669380937015,R,exogenous,0.25,15,p71
3050,1820.7155832631631,3.909829242547859,R,exogenous,0.25,15,p72
3051,2151.074458501729,3.7082314372429432,R,exogenous,0.25,15,p73
3052,3178.8423310104786,3.7365632286774915,R,exogenous,0.25,15,p74
3053,1919.616391244165,3.600303441926747,R,exogenous,0.25,15,p75
3054,2206.956081417857,3.425058015415737,R,exogenous,0.25,15,p76
3055,1830.580585142336,3.7091377813762176,R,exogenous,0.25,15,p77
3056,1950.7041294339733,3.5970342592453686,R,exogenous,0.25,15,p78
3057,2540.1308297871506,3.7991503546670735,R,exogenous,0.25,15,p79
3058,2460.3253175294517,3.5122434912370037,R,exogenous,0.25,15,p80
3059,2790.3344428136825,2.8959427815199583,R,exogenous,0.25,15,p81
3060,826.728287029764,1.110681522930021,R,exogenous,0.25,1,p62
3061,989.9212716305725,1.3302924006204275,R,exogenous,0.25,1,p63
3062,988.611309162981,1.3420321978879892,R,exogenous,0.25,1,p64
3063,644.9487414654302,1.229424497005625,R,exogenous,0.25,1,p65
3064,839.3251947804273,1.4295794762767116,R,exogenous,0.25,1,p66
3065,1433.2521600704492,1.8065396298375713,R,exogenous,0.25,1,p67
3066,1103.7525403553875,1.3973764934425403,R,exogenous,0.25,1,p68
3067,1033.9879959062532,1.376472982353253,R,exogenous,0.25,1,p69
3068,772.3096018466844,1.3534891108203433,R,exogenous,0.25,1,p70
3069,765.5659519625683,1.3484091674685268,R,exogenous,0.25,1,p71
3070,655.6719849763497,1.2697735742926723,R,exogenous,0.25,1,p72
3071,1044.356410720603,1.4807589468997073,R,exogenous,0.25,1,p73
3072,1467.0315748267035,1.5696705215485474,R,exogenous,0.25,1,p74
3073,756.8547286871053,1.2535384092309922,R,exogenous,0.25,1,p75
